term	estimate	std.error	statistic	p.value	conf.low	conf.high	variable	lvl	index	dataset	test_var	ref_level	outcome_subset
symtomduration_vekslende_avforing_catYes	0.060318005086791304	0.06212286673505465	0.9709469034009518	0.33198155321303924	-0.06169651506864536	0.18233252524222798	symtomduration_vekslende_avforing_cat	Yes	shannon	metaphlan	symtomduration_vekslende_avforing_cat	No	positive
symtomduration_endrede_avforingsvaner_catYes	4.225453545200135	26.389674527105992	0.16011768318173025	0.8728198580424475	-47.5583863840143	56.00929347441456	symtomduration_endrede_avforingsvaner_cat	Yes	invsimpson	ko_hum	symtomduration_endrede_avforingsvaner_cat	No	all
symtomduration_endrede_avforingsvaner_catYes	-66.72625850802284	90.27995351006241	-0.7391038199923936	0.46001284437362533	-243.88049572985938	110.42797871381372	symtomduration_endrede_avforingsvaner_cat	Yes	observed	ko_hum	symtomduration_endrede_avforingsvaner_cat	No	all
symtomduration_endrede_avforingsvaner_catYes	-0.006426595669116906	0.03148735339757079	-0.20410085242707982	0.8383151252212552	-0.06821349139076051	0.05536030005252669	symtomduration_endrede_avforingsvaner_cat	Yes	shannon	ko_hum	symtomduration_endrede_avforingsvaner_cat	No	all
symtomduration_endrede_avforingsvaner_catYes	0.5661941428594733	2.2715719791368048	0.2492521249864275	0.8032156015788553	-3.8912583215309247	5.023646607249871	symtomduration_endrede_avforingsvaner_cat	Yes	invsimpson	mags	symtomduration_endrede_avforingsvaner_cat	No	all
symtomduration_endrede_avforingsvaner_catYes	-2.7304140450142147	8.35653379855233	-0.3267400229371688	0.7439311034070768	-19.128244497330883	13.667416407302454	symtomduration_endrede_avforingsvaner_cat	Yes	observed	mags	symtomduration_endrede_avforingsvaner_cat	No	all
symtomduration_endrede_avforingsvaner_catYes	-0.028238249759238422	0.0668259126985577	-0.42256437089931265	0.6727015806154064	-0.15936917230060346	0.10289267278212663	symtomduration_endrede_avforingsvaner_cat	Yes	shannon	mags	symtomduration_endrede_avforingsvaner_cat	No	all
symtomduration_endrede_avforingsvaner_catYes	0.3864537610643049	2.170165875734037	0.17807567863151968	0.8586986605724147	-3.8720118828914365	4.644919405020047	symtomduration_endrede_avforingsvaner_cat	Yes	invsimpson	metaphlan	symtomduration_endrede_avforingsvaner_cat	No	all
symtomduration_endrede_avforingsvaner_catYes	-2.6378716689850767	10.939741512708622	-0.24112742206209165	0.8095044903973022	-24.104670085888877	18.82892674791872	symtomduration_endrede_avforingsvaner_cat	Yes	observed	metaphlan	symtomduration_endrede_avforingsvaner_cat	No	all
symtomduration_endrede_avforingsvaner_catYes	-0.009644618575919006	0.06728660442596208	-0.14333638408713778	0.8860526400764646	-0.14167954569847424	0.12239030854663624	symtomduration_endrede_avforingsvaner_cat	Yes	shannon	metaphlan	symtomduration_endrede_avforingsvaner_cat	No	all
symtomduration_endrede_avforingsvaner_catYes	-13.843100448717598	47.86976457441221	-0.289182547100245	0.7725769682688702	-107.92314810883313	80.23694721139795	symtomduration_endrede_avforingsvaner_cat	Yes	invsimpson	ko_hum	symtomduration_endrede_avforingsvaner_cat	No	negative
symtomduration_endrede_avforingsvaner_catYes	-98.81113746855624	161.7614189609927	-0.610844898018505	0.5416155414583257	-416.7262586461702	219.10398370905773	symtomduration_endrede_avforingsvaner_cat	Yes	observed	ko_hum	symtomduration_endrede_avforingsvaner_cat	No	negative
symtomduration_endrede_avforingsvaner_catYes	-0.0025013760420276123	0.05751333790548231	-0.043492103451522594	0.9653288553858652	-0.11553426056413714	0.1105315084800819	symtomduration_endrede_avforingsvaner_cat	Yes	shannon	ko_hum	symtomduration_endrede_avforingsvaner_cat	No	negative
symtomduration_endrede_avforingsvaner_catYes	4.148423863311648	3.9934156715939646	1.0388159421570589	0.2994569960108247	-3.6999693771898015	11.996817103813097	symtomduration_endrede_avforingsvaner_cat	Yes	invsimpson	mags	symtomduration_endrede_avforingsvaner_cat	No	negative
symtomduration_endrede_avforingsvaner_catYes	8.008720184763762	15.165527748505896	0.5280871406240893	0.59770327749554	-21.796598183835272	37.81403855336279	symtomduration_endrede_avforingsvaner_cat	Yes	observed	mags	symtomduration_endrede_avforingsvaner_cat	No	negative
symtomduration_endrede_avforingsvaner_catYes	0.10266451650701396	0.12299166017266172	0.8347274633327859	0.40432108811439105	-0.1390551024155704	0.34438413542959834	symtomduration_endrede_avforingsvaner_cat	Yes	shannon	mags	symtomduration_endrede_avforingsvaner_cat	No	negative
symtomduration_endrede_avforingsvaner_catYes	4.653383165572871	3.8040952018316814	1.2232562327389322	0.22188322243772293	-2.8229322304557076	12.12969856160145	symtomduration_endrede_avforingsvaner_cat	Yes	invsimpson	metaphlan	symtomduration_endrede_avforingsvaner_cat	No	negative
symtomduration_endrede_avforingsvaner_catYes	18.764142816827643	20.040585779388916	0.9363071031649158	0.34962522347894254	-20.622289976897754	58.15057561055304	symtomduration_endrede_avforingsvaner_cat	Yes	observed	metaphlan	symtomduration_endrede_avforingsvaner_cat	No	negative
symtomduration_endrede_avforingsvaner_catYes	0.13986513313445484	0.12432721106419695	1.124976036518947	0.26120833476465294	-0.10447928857638697	0.3842095548452966	symtomduration_endrede_avforingsvaner_cat	Yes	shannon	metaphlan	symtomduration_endrede_avforingsvaner_cat	No	negative
symtomduration_endrede_avforingsvaner_catYes	15.299278334330578	31.101773151894758	0.49191016408009935	0.622969939415054	-45.787212462951246	76.3857691316124	symtomduration_endrede_avforingsvaner_cat	Yes	invsimpson	ko_hum	symtomduration_endrede_avforingsvaner_cat	No	positive
symtomduration_endrede_avforingsvaner_catYes	-35.8077180646246	107.04521553117291	-0.33451021502401423	0.7381161401625127	-246.05349863484523	174.43806250559604	symtomduration_endrede_avforingsvaner_cat	Yes	observed	ko_hum	symtomduration_endrede_avforingsvaner_cat	No	positive
symtomduration_endrede_avforingsvaner_catYes	-0.004500583438493716	0.0369908429748843	-0.1216675013745829	0.9032047116327443	-0.07715370125056635	0.06815253437357892	symtomduration_endrede_avforingsvaner_cat	Yes	shannon	ko_hum	symtomduration_endrede_avforingsvaner_cat	No	positive
symtomduration_endrede_avforingsvaner_catYes	-1.0705864202408233	2.7608257303956742	-0.3877776161146505	0.6983236214575501	-6.4930796893244205	4.351906848842774	symtomduration_endrede_avforingsvaner_cat	Yes	invsimpson	mags	symtomduration_endrede_avforingsvaner_cat	No	positive
