term	Df	SumOfSqs	F	parOmegaSq	Pr(>F)	R2	test_var	ref_level	test_level	n	dataset
kjonn	1	0.5601739696538175	1.9156502022954345	0.00145130367585879	0.002	0.00303133007480109	GRSAK_modified	low	mid	630	mags
age_invitation	2	0.9075660379157852	1.5518206470788587	0.00174874810085798	0.001	0.0049112104000519	GRSAK_modified	low	mid	630	mags
senter	1	0.4009751140416711	1.371231260181651	5.889089504283352e-4	0.033	0.00216984006449367	GRSAK_modified	low	mid	630	mags
Total_Reads_QC_ATLAS	1	0.3805805248082095	1.3014870358740538	4.7832194921808014e-4	0.065	0.00205947661482318	GRSAK_modified	low	mid	630	mags
GRSAK_modified	1	0.5144650990561388	1.7669975978323254	0.00121597610647561	0.003	0.0027910610331794	GRSAK_modified	low	high	630	mags
kjonn	1	0.5629112194500863	1.9333921278353403	0.00147938298952201	0.002	0.00305388951092908	GRSAK_modified	low	high	630	mags
age_invitation	2	0.8399022569497276	1.4423770175731303	0.00140240199099338	0.007	0.00455661319952048	GRSAK_modified	low	high	630	mags
senter	1	0.486763008089838	1.6718511471164434	0.00106529432999812	0.003	0.00264077245816141	GRSAK_modified	low	high	630	mags
Total_Reads_QC_ATLAS	1	0.44803049833234354	1.5388192819324429	8.54537842009567e-4	0.009	0.00243064197720222	GRSAK_modified	low	high	630	mags
FRUKTB_modified	1	0.3858435672577514	1.3372582886673965	5.350441913953097e-4	0.042	0.00211437860234003	FRUKTB_modified	low	mid	630	mags
kjonn	1	0.5639287070485182	1.9544665292148111	0.00151273440453665	0.002	0.00309026479280953	FRUKTB_modified	low	mid	630	mags
age_invitation	2	0.7951885138823798	1.3779838793217032	0.00119851067177326	0.004	0.00435754207470383	FRUKTB_modified	low	mid	630	mags
senter	1	0.4860551401951909	1.684571987541292	0.00108544273626978	0.004	0.00266352655634548	FRUKTB_modified	low	mid	630	mags
Total_Reads_QC_ATLAS	1	0.4415157560825378	1.5302071992409636	8.408910361267177e-4	0.008	0.00241945582737493	FRUKTB_modified	low	mid	630	mags
FRUKTB_modified	1	0.7513571147004257	2.5599912201142225	0.00247006023465873	0.001	0.00403460215807711	FRUKTB_modified	low	high	630	mags
kjonn	1	0.6793978879327938	2.314814878362545	0.00208266121335339	0.001	0.0036481988806875	FRUKTB_modified	low	high	630	mags
age_invitation	2	0.944649101939234	1.6092836280770593	0.00193049970226812	0.001	0.00507253239603546	FRUKTB_modified	low	high	630	mags
senter	1	0.5742047789560729	1.9564055013457395	0.00151580282410446	0.001	0.00308333786295223	FRUKTB_modified	low	high	630	mags
Total_Reads_QC_ATLAS	1	0.33187584399371417	1.1307529138532884	2.0750124200201336e-4	0.232	0.00178209132540732	FRUKTB_modified	low	high	630	mags
PROKJOT_red	1	0.38261568953330993	1.292356915441586	4.6384334544740145e-4	0.068	0.00204240845225907	PROKJOT_red	low	mid	630	mags
kjonn	1	0.5462568694510139	1.845085975704689	0.0013396093502062	0.003	0.00291592759468951	PROKJOT_red	low	mid	630	mags
age_invitation	2	0.8690417550909331	1.4676765129118994	0.00148248631391164	0.001	0.00463895829292505	PROKJOT_red	low	mid	630	mags
senter	1	0.5712733671556691	1.9295839319912544	0.00147335606962354	0.002	0.00304946604529573	PROKJOT_red	low	mid	630	mags
Total_Reads_QC_ATLAS	1	0.4742661677242382	1.6019237537436066	9.545225459519276e-4	0.01	0.002531640118475	PROKJOT_red	low	mid	630	mags
PROKJOT_red	1	0.4653539775670481	1.5853931474481746	9.283328694410364e-4	0.004	0.00250641696378572	PROKJOT_red	low	high	630	mags
kjonn	1	0.37686251700347384	1.283915644411344	4.5045675030603384e-4	0.069	0.00202979807021505	PROKJOT_red	low	high	630	mags
age_invitation	2	0.8714016970095031	1.4843692605104342	0.00153531936192524	0.001	0.00469340781629314	PROKJOT_red	low	high	630	mags
senter	1	0.5514455347751266	1.878694529687171	0.00139281059466151	0.001	0.00297010987246827	PROKJOT_red	low	high	630	mags
Total_Reads_QC_ATLAS	1	0.3853377624087386	1.3127895697158989	4.962449991367381e-4	0.051	0.0020754461142418	PROKJOT_red	low	high	630	mags
FISK_modified	1	0.2879429546646861	0.9724571704207052	-4.37206885250285e-5	0.521	0.0015387744422106	FISK_modified	low	mid	630	mags
kjonn	1	0.594306159849765	2.0071242487739087	0.00159605844382963	0.001	0.00317598716971596	FISK_modified	low	mid	630	mags
age_invitation	2	0.7431694233044084	1.2549368248502342	8.086687790455518e-4	0.04	0.00397151621974888	FISK_modified	low	mid	630	mags
senter	1	0.40534558308263513	1.3689559420757496	5.853015739399018e-4	0.037	0.00216617706183109	FISK_modified	low	mid	630	mags
Total_Reads_QC_ATLAS	1	0.5774097783905461	1.9500608372960515	0.00150576233566771	0.001	0.00308569247927784	FISK_modified	low	mid	630	mags
FISK_modified	1	0.3701732035120529	1.271611505007981	4.309435805928296e-4	0.088	0.00200856219668903	FISK_modified	low	high	630	mags
kjonn	1	0.4775560002674979	1.6404907174918515	0.0010156194010999	0.003	0.0025912219464802	FISK_modified	low	high	630	mags
age_invitation	2	0.9634466740942288	1.6548062685472122	0.0020744378211372	0.001	0.0052276678856049	FISK_modified	low	high	630	mags
senter	1	0.6427659284910021	2.208016522918528	0.0019138168263024	0.001	0.00348765208566674	FISK_modified	low	high	630	mags
Total_Reads_QC_ATLAS	1	0.38142324796578464	1.3102574302761798	4.922297021487073e-4	0.056	0.00206960501066489	FISK_modified	low	high	630	mags
MILK	1	0.2989240806072644	1.0225456328761482	3.4953247803186745e-5	0.385	0.00158149286479102	MILK	low	mid	645	mags
kjonn	1	0.4875480810597139	1.6677818665260165	0.0010342499428972	0.003	0.00257943023483453	MILK	low	mid	645	mags
age_invitation	2	0.7475071693676796	1.2785189303379876	8.628793863388953e-4	0.026	0.0039547742434585	MILK	low	mid	645	mags
senter	1	0.4782896631813287	1.6361110999900694	9.852470905109495e-4	0.007	0.00253044749050636	MILK	low	mid	645	mags
Total_Reads_QC_ATLAS	1	0.46933410251145347	1.605476333348537	9.378426230014012e-4	0.006	0.00248306704771688	MILK	low	mid	645	mags
MILK	1	0.33040726425127787	1.138866092247264	2.257475505155925e-4	0.194	0.00184457690158277	MILK	low	high	615	mags
kjonn	1	0.5806254658527621	2.001332073776961	0.00162553556565529	0.001	0.0032414793458301	MILK	low	high	615	mags
age_invitation	2	0.7943007951504057	1.3689200276690623	0.00119830227629312	0.006	0.00443437254009346	MILK	low	high	615	mags
senter	1	0.6027005506793159	2.077421701071973	0.00174884140064258	0.001	0.00336471874150081	MILK	low	high	615	mags
Total_Reads_QC_ATLAS	1	0.4024331753183219	1.3871289991278173	6.290820540193097e-4	0.026	0.00224667862949359	MILK	low	high	615	mags
OST	1	0.47950240723594106	1.643815197670324	0.0010208856126949	0.006	0.00259549218433257	OST	low	mid	630	mags
kjonn	1	0.6844739904552739	2.3464923865685576	0.0021327312384023	0.001	0.00370498013314756	OST	low	mid	630	mags
age_invitation	2	0.8080366819459641	1.3850430759196386	0.00122086663389091	0.006	0.00437381097778893	OST	low	mid	630	mags
senter	1	0.6123325950601668	2.099179504835161	0.00174169059401659	0.001	0.00331448693626416	OST	low	mid	630	mags
Total_Reads_QC_ATLAS	1	0.4106717505672748	1.4078520871829383	6.469654301300389e-4	0.016	0.00222291964094157	OST	low	mid	630	mags
OST	1	0.3930253406823283	1.3385683337193004	5.354225579051182e-4	0.039	0.00210973031814544	OST	low	high	632	mags
kjonn	1	0.492428873806432	1.6771175516113097	0.0010702418861483	0.005	0.0026433209695742	OST	low	high	632	mags
age_invitation	2	0.8017500814121945	1.365302894556449	0.00115468697488043	0.008	0.00430373382895444	OST	low	high	632	mags
senter	1	0.5090663673693427	1.7337816384539226	0.00115970042970332	0.002	0.00273262977731338	OST	low	high	632	mags
Total_Reads_QC_ATLAS	1	0.534216501156294	1.819438132301294	0.00129490038220029	0.001	0.00286763379426462	OST	low	high	632	mags
SABR_S	1	0.28891246930365355	0.9801972890133815	-2.4754001478694277e-5	0.485	0.00122123128920999	SABR_S	low	mid	800	mags
kjonn	1	0.6301027898952611	2.1377583596295575	0.00142017817504841	0.001	0.0026634407448501	SABR_S	low	mid	800	mags
age_invitation	2	0.8447682672126575	1.4330284313483377	0.00108140038558926	0.004	0.00357083044057718	SABR_S	low	mid	800	mags
senter	1	0.6123252934184791	2.0774444040083755	0.00134499405960678	0.001	0.00258829537298853	SABR_S	low	mid	800	mags
Total_Reads_QC_ATLAS	1	0.448641762080797	1.5221130468674535	6.522156457118204e-4	0.009	0.00189640605966205	SABR_S	low	mid	800	mags
SABR_S	1	0.3611240451312767	1.2348515209896165	2.9606808190449515e-4	0.088	0.00155111341939079	SABR_S	low	high	793	mags
kjonn	1	0.6210002338364973	2.123489403784069	0.0014147540260112	0.001	0.00266734328310497	SABR_S	low	high	793	mags
age_invitation	2	0.9094217469900628	1.5548685315089956	0.00139746059168384	0.003	0.00390618208524251	SABR_S	low	high	793	mags
senter	1	0.5619835998743383	1.921684009780557	0.00116092560304626	0.001	0.00241385284362814	SABR_S	low	high	793	mags
Total_Reads_QC_ATLAS	1	0.44517419072167286	1.522258165662002	6.581518795317411e-4	0.006	0.00191212872835372	SABR_S	low	high	793	mags
Ca	1	0.35579217491667237	1.2182872737472892	3.458189950263945e-4	0.116	0.0019253933944872	Ca	low	mid	631	mags
kjonn	1	0.4591176573678126	1.5720896595178715	9.058184629822492e-4	0.005	0.00248454622419803	Ca	low	mid	631	mags
age_invitation	2	0.765822827773178	1.3111477300473715	9.852335241608955e-4	0.019	0.0041443019770947	Ca	low	mid	631	mags
senter	1	0.4476834325664072	1.5329371105221543	8.438785678551031e-4	0.01	0.00242266914410524	Ca	low	mid	631	mags
Total_Reads_QC_ATLAS	1	0.48704284054593927	1.6677097930717963	0.00105705861281168	0.007	0.0026356652397964	Ca	low	mid	631	mags
Ca	1	0.35138683056979403	1.200837845995134	3.191951343909236e-4	0.119	0.00190058501461418	Ca	low	high	629	mags
kjonn	1	0.6254775955873129	2.1375222497250026	0.0018051968174563	0.001	0.00338309020637595	Ca	low	high	629	mags
age_invitation	2	0.9021587238229074	1.5415295116560157	0.00171891468561442	0.002	0.00487960618364923	Ca	low	high	629	mags
senter	1	0.5599153851953815	1.9134683676314077	0.00145014897045872	0.001	0.00302847659039657	Ca	low	high	629	mags
Total_Reads_QC_ATLAS	1	0.3804264394098027	1.30007850698243	4.768448586473526e-4	0.055	0.00205765477531659	Ca	low	high	629	mags
Alko	1	0.5890966137466194	1.9962762836300525	0.0015788940776288	0.002	0.00315411906635803	Alko	low	mid	630	mags
kjonn	1	0.567731253053978	1.9238753194305425	0.00146432137944184	0.002	0.00303972545086653	Alko	low	mid	630	mags
age_invitation	2	0.8045640776056189	1.3632162783706063	0.00115173951691942	0.01	0.00430776690625173	Alko	low	mid	630	mags
senter	1	0.4923294428483018	1.6683606178622383	0.00105976557505984	0.003	0.00263601189750713	Alko	low	mid	630	mags
Total_Reads_QC_ATLAS	1	0.4215459834036892	1.428496157491487	6.796903377674121e-4	0.026	0.00225702574513882	Alko	low	mid	630	mags
Alko	1	0.5492088177545611	1.853204344332344	0.00134393957294981	0.001	0.00291039686915432	Alko	low	high	634	mags
kjonn	1	0.462445960658755	1.5604390090013838	8.831924818329777e-4	0.006	0.00245061847615087	Alko	low	high	634	mags
age_invitation	2	0.7866868632161754	1.327265208980062	0.00103131764856239	0.016	0.00416885328438479	Alko	low	high	634	mags
senter	1	0.5322889263599109	1.7961112765873717	0.00125412122482347	0.003	0.00282073407178199	Alko	low	high	634	mags
Total_Reads_QC_ATLAS	1	0.4060249851750939	1.3700567837026694	5.833452883619403e-4	0.04	0.00215162941207567	Alko	low	high	634	mags
Blindtarm	1	0.3798452792385092	1.2965471065104943	2.9439901026399293e-4	0.067	0.00128110463195012	Blindtarm	No	Yes	1007	mags
kjonn	1	0.7897578757366546	2.695724666324677	0.0016811062294188	0.001	0.00266361734112804	Blindtarm	No	Yes	1007	mags
age_invitation	2	1.0262513110565123	1.7514804587941633	0.00149028904805678	0.001	0.00346123903599667	Blindtarm	No	Yes	1007	mags
senter	1	0.7597794426698101	2.59339760640055	0.00157982157148957	0.001	0.0025625090437246	Blindtarm	No	Yes	1007	mags
Total_Reads_QC_ATLAS	1	0.5476336622873532	1.8692685655850292	8.62481467286115e-4	0.002	0.00184700471406309	Blindtarm	No	Yes	1007	mags
Blindtarm	1	0.3359073617780268	1.1471336841008863	1.68124511225328e-4	0.17	0.00130501965277465	Blindtarm	No	Unknown	875	mags
kjonn	1	0.7047827141380196	2.4068540417819877	0.00160525221282091	0.001	0.00273812186793859	Blindtarm	No	Unknown	875	mags
age_invitation	2	0.9708819720673318	1.6577954819887282	0.00150127531398849	0.002	0.00377193297391841	Blindtarm	No	Unknown	875	mags
senter	1	0.699561507924102	2.3890234664474117	0.00158493936968003	0.001	0.00271783717788511	Blindtarm	No	Unknown	875	mags
Total_Reads_QC_ATLAS	1	0.4929093879909203	1.683300297977944	7.803052744587343e-4	0.004	0.00191498166327879	Blindtarm	No	Unknown	875	mags
Bowel_disorder_merged	1	0.403566033338393	1.3842054147212943	4.211004667125459e-4	0.037	0.00151040157155577	Bowel_disorder_merged	No bowel disease	IBS	912	mags
kjonn	1	0.6713942429576036	2.302838865864994	0.00142651354011211	0.001	0.0025127856061324	Bowel_disorder_merged	No bowel disease	IBS	912	mags
age_invitation	2	0.9077211465760228	1.5567124365667209	0.00121937192336005	0.001	0.00339727165584626	Bowel_disorder_merged	No bowel disease	IBS	912	mags
senter	1	0.6971111759930864	2.391046284272507	0.00152294714288186	0.001	0.00260903477693369	Bowel_disorder_merged	No bowel disease	IBS	912	mags
Total_Reads_QC_ATLAS	1	0.5743088850492768	1.9698423621820955	0.0010622939742158	0.002	0.00214943025645946	Bowel_disorder_merged	No bowel disease	IBS	912	mags
Bowel_disorder_merged	1	0.277337189393819	0.9488123315649168	-5.890757626762426e-5	0.56	0.00108775936753459	Bowel_disorder_merged	No bowel disease	Celiac disease	869	mags
kjonn	1	0.6096845050800255	2.085822597569289	0.0012479488452388	0.001	0.00239127696177724	Bowel_disorder_merged	No bowel disease	Celiac disease	869	mags
age_invitation	2	0.8464076393957782	1.4478440622131794	0.00102965003350866	0.001	0.00331974172132473	Bowel_disorder_merged	No bowel disease	Celiac disease	869	mags
senter	1	0.6181080104198031	2.1146406791213983	0.00128102738077298	0.001	0.00242431525303867	Bowel_disorder_merged	No bowel disease	Celiac disease	869	mags
Total_Reads_QC_ATLAS	1	0.599659425975176	2.0515252907407837	0.00120857818206732	0.002	0.00235195705040722	Bowel_disorder_merged	No bowel disease	Celiac disease	869	mags
Bowel_disorder_merged	1	0.3957438303316394	1.3534724963808722	4.0242625258401154e-4	0.041	0.00153542624255246	Bowel_disorder_merged	No bowel disease	IBD	878	mags
kjonn	1	0.6025604616230851	2.0608003200706	0.00120674283244612	0.001	0.0023378435103468	Bowel_disorder_merged	No bowel disease	IBD	878	mags
age_invitation	2	0.8398468811915336	1.4361685107148918	9.925639762268603e-4	0.006	0.00325847895095844	Bowel_disorder_merged	No bowel disease	IBD	878	mags
senter	1	0.5859338929257376	2.0039362536815206	0.00114212941748623	0.001	0.00227333493701006	Bowel_disorder_merged	No bowel disease	IBD	878	mags
Total_Reads_QC_ATLAS	1	0.593272410374766	2.0290345136421304	0.00117064906076906	0.001	0.00230180727544987	Bowel_disorder_merged	No bowel disease	IBD	878	mags
Bowel_disorder_merged	1	0.2980259783173551	1.0196245815908578	2.1400394347952844e-5	0.398	0.00110760118266518	Bowel_disorder_merged	No bowel disease	Other	917	mags
kjonn	1	0.6594488393720326	2.256146429655491	0.00136796953065831	0.001	0.00245081424954795	Bowel_disorder_merged	No bowel disease	Other	917	mags
age_invitation	2	0.8604332983044856	1.4718833350096974	0.00102813124756329	0.002	0.00319776465188455	Bowel_disorder_merged	No bowel disease	Other	917	mags
senter	1	0.627029401336074	2.1452310788211233	0.00124733107579884	0.001	0.00233032875324088	Bowel_disorder_merged	No bowel disease	Other	917	mags
Total_Reads_QC_ATLAS	1	0.5764684574663761	1.9722489061627293	0.00105912668636905	0.001	0.00214242110323356	Bowel_disorder_merged	No bowel disease	Other	917	mags
Bowel_disorder_merged	1	0.2625130674926197	0.898730926322964	-1.1628111292494612e-4	0.695	0.00102803102175169	Bowel_disorder_merged	No bowel disease	Missing	871	mags
kjonn	1	0.6391106995516793	2.188037938519562	0.00136213509798595	0.001	0.0025028301705058	Bowel_disorder_merged	No bowel disease	Missing	871	mags
age_invitation	2	0.7985623227966698	1.366965581844504	8.419210695507441e-4	0.009	0.00312726085782433	Bowel_disorder_merged	No bowel disease	Missing	871	mags
senter	1	0.622378238823103	2.13075324761297	0.00129654096407253	0.001	0.00243730395170261	Bowel_disorder_merged	No bowel disease	Missing	871	mags
Total_Reads_QC_ATLAS	1	0.6104951208462808	2.0900706037776695	0.00124995185763665	0.001	0.00239076831051723	Bowel_disorder_merged	No bowel disease	Missing	871	mags
final_result	1	0.270604664326072	0.8803818266624246	-2.7131661618049667e-4	0.736	0.00198785578337311	final_result	1. Negative	3. Non neoplastic findings	441	metaphlan
kjonn	1	0.596729121549032	1.941391052369177	0.00213012646343782	0.003	0.0043835587177797	final_result	1. Negative	3. Non neoplastic findings	441	metaphlan
age_invitation	2	0.7179663428100014	1.16791135500082	7.609232985882189e-4	0.098	0.00527416462083724	final_result	1. Negative	3. Non neoplastic findings	441	metaphlan
senter	1	0.6239637193838803	2.0299957519591616	0.00233014899861486	0.002	0.00458362346148496	final_result	1. Negative	3. Non neoplastic findings	441	metaphlan
Total_Reads_QC_ATLAS	1	0.49722979963399894	1.6176812042873394	0.00139867860952244	0.007	0.00365263893484436	final_result	1. Negative	3. Non neoplastic findings	441	metaphlan
final_result	1	0.29556397567702675	0.9428187276495406	-3.213463333857729e-4	0.564	0.00530323157559893	final_result	1. Negative	4. Other lesions	178	metaphlan
kjonn	1	0.457810997203282	1.4603700633626142	0.00257967672710282	0.015	0.00821438989803652	final_result	1. Negative	4. Other lesions	178	metaphlan
age_invitation	2	0.5464672810016182	0.8715872517885068	-0.00144492466245345	0.846	0.00980512774941921	final_result	1. Negative	4. Other lesions	178	metaphlan
senter	1	0.44589983713841974	1.422374686045539	0.00236727420979995	0.015	0.00800067088842686	final_result	1. Negative	4. Other lesions	178	metaphlan
Total_Reads_QC_ATLAS	1	0.35668196795301554	1.137778846121858	7.734397892143544e-4	0.191	0.00639985664884337	final_result	1. Negative	4. Other lesions	178	metaphlan
final_result	1	0.3592759048323586	1.1750211596172877	5.624524711689841e-4	0.148	0.00376903816964607	final_result	1. Negative	5b. >= 3 Non-advanced adenomas	311	metaphlan
kjonn	1	0.5457376719776761	1.7848492023790532	0.00251727819484136	0.002	0.00572514351402837	final_result	1. Negative	5b. >= 3 Non-advanced adenomas	311	metaphlan
age_invitation	2	0.528253268970289	0.8638330045633318	-8.764394698775792e-4	0.867	0.00554172074221998	final_result	1. Negative	5b. >= 3 Non-advanced adenomas	311	metaphlan
senter	1	0.5658513459123924	1.8506314943531343	0.00272768886270008	0.002	0.00593614904980771	final_result	1. Negative	5b. >= 3 Non-advanced adenomas	311	metaphlan
Total_Reads_QC_ATLAS	1	0.2904831087051889	0.9500325366914611	-1.6069290265355616e-4	0.534	0.003047356946629	final_result	1. Negative	5b. >= 3 Non-advanced adenomas	311	metaphlan
final_result	1	0.5240983131836288	1.7789820771977614	0.00166527806302593	0.002	0.00378152998706461	final_result	1. Negative	5c. Advanced adenoma	467	metaphlan
kjonn	1	0.4356503184473297	1.478757112831528	0.00102412592133245	0.017	0.00314335059213521	final_result	1. Negative	5c. Advanced adenoma	467	metaphlan
age_invitation	2	0.9545703803806588	1.6200811521464054	0.0026485602990349	0.001	0.00688751790908433	final_result	1. Negative	5c. Advanced adenoma	467	metaphlan
senter	1	0.6557319530126335	2.2257949749337196	0.00261795695172954	0.001	0.00473130704949419	final_result	1. Negative	5c. Advanced adenoma	467	metaphlan
Total_Reads_QC_ATLAS	1	0.44115943160551296	1.4974570653464077	0.00106408507218227	0.014	0.0031831005323387	final_result	1. Negative	5c. Advanced adenoma	467	metaphlan
final_result	1	0.37438091947596774	1.2174280031924114	8.795011134474052e-4	0.135	0.00492312845381511	final_result	1. Negative	5d. Advanced serrated	247	metaphlan
kjonn	1	0.4566835585893187	1.4850632708590492	0.00195996988443772	0.011	0.00600541241478771	final_result	1. Negative	5d. Advanced serrated	247	metaphlan
age_invitation	2	0.6218003830304184	1.0109986371054789	8.904985974402682e-5	0.462	0.00817670719590904	final_result	1. Negative	5d. Advanced serrated	247	metaphlan
senter	1	0.4291164438667039	1.3954193395457082	0.00159832926818666	0.03	0.00564290343043441	final_result	1. Negative	5d. Advanced serrated	247	metaphlan
Total_Reads_QC_ATLAS	1	0.298330965791493	0.9701254873842876	-1.209640743258176e-4	0.524	0.00392306762961653	final_result	1. Negative	5d. Advanced serrated	247	metaphlan
final_result	1	0.37388842691217405	1.2082493099410747	8.853826791876597e-4	0.116	0.00512530119812585	final_result	1. Negative	6. Cancer	235	metaphlan
kjonn	1	0.6314356684130189	2.040533099494473	0.00440828143298538	0.001	0.00865578540257103	final_result	1. Negative	6. Cancer	235	metaphlan
age_invitation	2	0.5617010920238812	0.907590216733858	-7.870852565456291e-4	0.781	0.00769985662223999	final_result	1. Negative	6. Cancer	235	metaphlan
senter	1	0.39713384104113914	1.2833686598834413	0.00120437182405811	0.07	0.00544395173745934	final_result	1. Negative	6. Cancer	235	metaphlan
Total_Reads_QC_ATLAS	1	0.3642691534159326	1.17716388517959	7.533209528204303e-4	0.147	0.00499343920287086	final_result	1. Negative	6. Cancer	235	metaphlan
detect_worthy_lesions	1	0.5950579374920153	1.9919894114440864	9.584512939159932e-4	0.001	0.00191635029149576	detect_worthy_lesions	negative	positive	1034	metaphlan
kjonn	1	0.7373886480813212	2.468449350138736	0.00141814977661592	0.001	0.0023747182613042	detect_worthy_lesions	negative	positive	1034	metaphlan
age_invitation	2	0.9945315092870716	1.6646246617573566	0.00128389043812221	0.001	0.00320283224143964	detect_worthy_lesions	negative	positive	1034	metaphlan
senter	1	0.7503633059092749	2.5118827360025127	0.00146003417363773	0.001	0.00241650240994602	detect_worthy_lesions	negative	positive	1034	metaphlan
Total_Reads_QC_ATLAS	1	0.5437417142233585	1.8202055111783468	7.926067802021546e-4	0.001	0.00175108930895375	detect_worthy_lesions	negative	positive	1034	metaphlan
kjonn	1	0.7954905913443326	2.660381634891594	0.00160321053535959	0.001	0.00256183226969442	kjonn	Female	Male	1034	metaphlan
age_invitation	2	0.9738292728022202	1.6284023601741373	0.00121400285863155	0.001	0.00313616186461958	kjonn	Female	Male	1034	metaphlan
senter	1	0.7845046248535823	2.623640957111691	0.00156779054948102	0.001	0.00252645258855674	kjonn	Female	Male	1034	metaphlan
Total_Reads_QC_ATLAS	1	0.5444650357551382	1.820869784915633	7.932481928840963e-4	0.001	0.00175341872486594	kjonn	Female	Male	1034	metaphlan
age_invitation	1	0.338952121031042	1.1401583987576749	2.0220787536168552e-4	0.19	0.00163946244857481	age_invitation	low	mid	693	metaphlan
kjonn	1	0.6836839551084495	2.2997584471270347	0.00187204219980441	0.001	0.00330688053428866	age_invitation	low	mid	693	metaphlan
senter	1	0.7369840335214235	2.4790478755930376	0.00212972281902159	0.001	0.00356468531449879	age_invitation	low	mid	693	metaphlan
Total_Reads_QC_ATLAS	1	0.4445816770460169	1.495472373726099	7.144565371568685e-4	0.007	0.00215037735307343	age_invitation	low	mid	693	metaphlan
age_invitation	1	0.6023102316965776	2.008163110792075	0.0014653359725177	0.001	0.0029127834600952	age_invitation	low	high	687	metaphlan
kjonn	1	0.6005320942694254	2.002234621121449	0.00145673163645082	0.001	0.0029041843544931	age_invitation	low	high	687	metaphlan
senter	1	0.5433030370334393	1.811427167489131	0.00117972330124073	0.002	0.00262742357145895	age_invitation	low	high	687	metaphlan
Total_Reads_QC_ATLAS	1	0.456965444248965	1.5235689180684036	7.615286831436565e-4	0.012	0.00220989337022249	age_invitation	low	high	687	metaphlan
senter	1	0.7845046248535255	2.6236409571115007	0.00156779054948084	0.001	0.00252645258855655	senter	Moss	Bærum	1034	metaphlan
kjonn	1	0.7954905913443326	2.660381634891594	0.00160321053535959	0.001	0.00256183226969442	senter	Moss	Bærum	1034	metaphlan
age_invitation	2	0.9738292728022202	1.6284023601741373	0.00121400285863155	0.001	0.00313616186461958	senter	Moss	Bærum	1034	metaphlan
Total_Reads_QC_ATLAS	1	0.5444650357551382	1.820869784915633	7.932481928840963e-4	0.001	0.00175341872486594	senter	Moss	Bærum	1034	metaphlan
fobt_verdi	1	0.3172935273578332	1.0628977766528265	9.114788935252088e-5	0.3	0.00153379665379484	fobt_verdi	low	mid	690	metaphlan
kjonn	1	0.6674225214966611	2.2357906891267407	0.00178779904885237	0.001	0.00322631992736623	fobt_verdi	low	mid	690	metaphlan
age_invitation	2	0.910163003077514	1.5244720565505512	0.00151790133251318	0.002	0.00439972721836772	fobt_verdi	low	mid	690	metaphlan
senter	1	0.6225887224613302	2.0856024841848524	0.00157086543299778	0.001	0.00300959337920771	fobt_verdi	low	mid	690	metaphlan
Total_Reads_QC_ATLAS	1	0.44133211663302063	1.4784131571826806	6.928719972506556e-4	0.012	0.00213339909370582	fobt_verdi	low	mid	690	metaphlan
fobt_verdi	1	0.30632718053513486	1.023945202319166	3.455176763362132e-5	0.389	0.00147098168808974	fobt_verdi	low	high	693	metaphlan
kjonn	1	0.709688465649549	2.3722416609379446	0.00197623346471273	0.001	0.00340792069249387	fobt_verdi	low	high	693	metaphlan
age_invitation	2	0.7648784444499199	1.2783612805492006	8.027066034953717e-4	0.025	0.0036729427125431	fobt_verdi	low	high	693	metaphlan
senter	1	0.6070500955287912	2.0291572944921974	0.00148287328230433	0.001	0.00291505171926315	fobt_verdi	low	high	693	metaphlan
Total_Reads_QC_ATLAS	1	0.590748335144724	1.9746661804308787	0.00140446939626102	0.001	0.00283677074215006	fobt_verdi	low	high	693	metaphlan
runde	1	0.3065619587915194	1.02304281236302	2.961713354880323e-5	0.39	0.00130998685418832	runde	2nd round	3rd round	778	metaphlan
kjonn	1	0.6367264670439852	2.124850839675247	0.00144373631320189	0.001	0.00272083106732964	runde	2nd round	3rd round	778	metaphlan
age_invitation	2	0.7555053549497472	1.260616819728666	6.695175634717779e-4	0.03	0.00322839169985246	runde	2nd round	3rd round	778	metaphlan
senter	1	0.7527090286524185	2.511901883062047	0.00193954945320238	0.001	0.00321644256335829	runde	2nd round	3rd round	778	metaphlan
Total_Reads_QC_ATLAS	1	0.4798332621925851	1.6012749003625053	7.722500845371085e-4	0.01	0.00205040203994148	runde	2nd round	3rd round	778	metaphlan
runde	1	0.3628331773235516	1.2207465717551989	4.171162472090814e-4	0.123	0.00229797389480154	runde	2nd round	4th round	529	metaphlan
kjonn	1	0.5718362109814166	1.923934021994232	0.00174352197112856	0.001	0.00362167730809722	runde	2nd round	4th round	529	metaphlan
age_invitation	2	0.9015392544561394	1.516607387309938	0.00194933967498474	0.002	0.00570982424253787	runde	2nd round	4th round	529	metaphlan
senter	1	0.40080241260224625	1.3484934722468822	6.583441278182336e-4	0.033	0.0025384489035084	runde	2nd round	4th round	529	metaphlan
Total_Reads_QC_ATLAS	1	0.4625217108664117	1.5561470896004297	0.00105021364147498	0.009	0.0029293429702052	runde	2nd round	4th round	529	metaphlan
BMI	1	0.5734936059847371	1.90328887788565	0.00141602793657733	0.001	0.00297333950833418	BMI	low	mid	637	metaphlan
kjonn	1	0.5687703136611617	1.8876133940569728	0.00139148868142176	0.003	0.00294885108940755	BMI	low	mid	637	metaphlan
age_invitation	2	0.881737006618664	1.4631377058126718	0.00145201012613512	0.001	0.00457146069351184	BMI	low	mid	637	metaphlan
